"Index","SKY.Open","SKY.High","SKY.Low","SKY.Close","SKY.Volume","SKY.Adjusted"
"2022-02-16",73.75,75.889999,73.339996,75.25,390300,75.25
"2022-02-17",74.43,75.459999,73.720001,74.059998,302900,74.059998
"2022-02-18",73.830002,75,72.870003,73.860001,401000,73.860001
"2022-02-22",72.970001,73.400002,68.349998,68.410004,619500,68.410004
"2022-02-23",68.910004,69.839996,63.66,64.07,876700,64.07
"2022-02-24",61.459999,65.879997,60.610001,65.540001,593400,65.540001
"2022-02-25",65.480003,68.620003,64.5,68.139999,646100,68.139999
"2022-02-28",67.139999,69.059998,66.160004,67.239998,388100,67.239998
"2022-03-01",67,68.449997,65.839996,66.879997,390200,66.879997
"2022-03-02",67.699997,70.25,66.900002,69.639999,305600,69.639999
"2022-03-03",70.309998,70.550003,66.779999,67.410004,272600,67.410004
"2022-03-04",66.75,67.989998,65.720001,67.919998,466200,67.919998
"2022-03-07",67.959999,68.809998,63.57,63.75,508900,63.75
"2022-03-08",63.709999,67.190002,62.900002,64.400002,422000,64.400002
"2022-03-09",65.620003,69.019997,65.18,68.400002,351100,68.400002
"2022-03-10",67.150002,68.589996,66.209999,68.300003,375600,68.300003
"2022-03-11",68.57,69.5,66.239998,66.339996,305100,66.339996
"2022-03-14",66.709999,67.400002,62.41,63.470001,452300,63.470001
"2022-03-15",63.150002,67.080002,63.150002,66.669998,381500,66.669998
"2022-03-16",67.32,69.93,65.360001,68.529999,337200,68.529999
"2022-03-17",68.269997,71.5,68.190002,71.040001,330600,71.040001
"2022-03-18",70.75,73.400002,70.010002,72.639999,840900,72.639999
"2022-03-21",71.949997,72.18,66.059998,67.540001,563200,67.540001
"2022-03-22",67.849998,69,67.629997,68.650002,361300,68.650002
"2022-03-23",67.559998,68.419998,65.910004,66.160004,355600,66.160004
"2022-03-24",65.82,65.860001,57.84,58.16,1781800,58.16
"2022-03-25",58.5,59.599998,54.950001,57.009998,1338600,57.009998
"2022-03-28",57.009998,58.119999,55.810001,56.5,652500,56.5
"2022-03-29",57.509998,60.669998,57.509998,60.029999,555500,60.029999
"2022-03-30",59.68,59.700001,56.099998,56.439999,413700,56.439999
"2022-03-31",56.48,57.5,54.490002,54.880001,597000,54.880001
"2022-04-01",55.439999,56.470001,55.02,55.529999,342900,55.529999
"2022-04-04",55.59,57.279999,54.900002,56.360001,440200,56.360001
"2022-04-05",56.419998,57.040001,53.139999,53.419998,483300,53.419998
"2022-04-06",52.720001,53.110001,49.93,50.110001,1500500,50.110001
"2022-04-07",50.110001,51.68,49.16,50.849998,855000,50.849998
"2022-04-08",50.759998,52.919998,50.16,50.639999,554300,50.639999
"2022-04-11",49.889999,52.18,49.529999,51.330002,440800,51.330002
"2022-04-12",52.119999,53.869999,50.650002,51.099998,509900,51.099998
"2022-04-13",50.919998,53.59,50.919998,53.080002,463900,53.080002
"2022-04-14",53.43,54.029999,51.130001,51.369999,343200,51.369999
"2022-04-18",50.66,51.93,50.25,51.82,403600,51.82
"2022-04-19",52.02,54.490002,52.02,53.799999,521600,53.799999
"2022-04-20",54.549999,54.990002,53.330002,53.529999,368000,53.529999
"2022-04-21",54.759998,54.759998,50.57,51,491800,51
"2022-04-22",51.130001,51.599998,50.34,50.91,379000,50.91
"2022-04-25",50.490002,53.290001,49.959999,52.950001,623000,52.950001
"2022-04-26",52.580002,52.650002,49.689999,49.810001,618500,49.810001
"2022-04-27",49.98,50.759998,48.860001,49.849998,475200,49.849998
"2022-04-28",51.060001,53.169998,49.5,52.490002,408900,52.490002
"2022-04-29",52.040001,53.950001,50.799999,51.040001,436000,51.040001
"2022-05-02",50.720001,52.740002,50.220001,52.669998,558300,52.669998
"2022-05-03",52.82,55.23,52.040001,54.889999,706700,54.889999
"2022-05-04",55.25,59.240002,54.23,58.98,1010100,58.98
"2022-05-05",57.470001,58.77,54.610001,55.439999,686600,55.439999
"2022-05-06",54.939999,55.639999,53,54.5,579800,54.5
"2022-05-09",53.830002,55.110001,51.799999,52.869999,531900,52.869999
"2022-05-10",53.889999,55.439999,50.23,50.889999,679100,50.889999
"2022-05-11",50.889999,51.900002,48.25,48.98,607500,48.98
"2022-05-12",48.560001,52.209999,48.25,51.84,596900,51.84
"2022-05-13",52.709999,53.869999,52.32,53.740002,579600,53.740002
"2022-05-16",53.740002,54.549999,52.080002,54.32,469000,54.32
"2022-05-17",55.919998,57.080002,54.959999,56.91,484500,56.91
"2022-05-18",55.360001,55.830002,52.540001,53.009998,495100,53.009998
"2022-05-19",52.709999,54.990002,52.709999,53.630001,413200,53.630001
"2022-05-20",54.599998,55.77,51.389999,54.049999,335400,54.049999
"2022-05-23",54.369999,55.599998,53,53.630001,818700,53.630001
"2022-05-24",52.27,52.27,44,45.099998,2297100,45.099998
"2022-05-25",45.43,49.84,44.93,49.150002,855100,49.150002
"2022-05-26",49.439999,53.84,49.439999,52.689999,645600,52.689999
"2022-05-27",53.209999,55.470001,53.029999,54.490002,498300,54.490002
"2022-05-31",54,55.009998,52.5,53.130001,541300,53.130001
"2022-06-01",53.740002,54.110001,52,52.439999,525200,52.439999
"2022-06-02",52.700001,55.049999,52.700001,54.400002,455200,54.400002
"2022-06-03",53.529999,54.689999,53.279999,54.150002,366100,54.150002
"2022-06-06",54.950001,54.950001,53.02,53.130001,388800,53.130001
"2022-06-07",52.290001,55.029999,52.16,55,352800,55
"2022-06-08",54.169998,56.18,53.779999,54.580002,509000,54.580002
"2022-06-09",54.459999,55.009998,52.919998,53.380001,401800,53.380001
"2022-06-10",52.27,53.09,51.150002,51.669998,276600,51.669998
"2022-06-13",49.759998,50.529999,47.09,47.439999,492500,47.439999
"2022-06-14",47.98,48.34,46.610001,47.360001,465600,47.360001
"2022-06-15",48.5,48.68,46.549999,47.880001,438500,47.880001
"2022-06-16",45.77,46.189999,43.040001,43.720001,764000,43.720001
"2022-06-17",44.330002,45.060001,43.139999,44.360001,657800,44.360001
"2022-06-21",45.220001,46.040001,43.41,44.91,329900,44.91
"2022-06-22",44.459999,46.599998,44.360001,45.43,260200,45.43
"2022-06-23",45.82,48.240002,45.669998,47.919998,449300,47.919998
"2022-06-24",48.48,49.709999,47.93,49.650002,721700,49.650002
"2022-06-27",49.990002,50.849998,49.41,49.619999,291100,49.619999
"2022-06-28",50.060001,50.59,48.450001,48.490002,312500,48.490002
"2022-06-29",48.650002,48.650002,47.169998,48.529999,335600,48.529999
"2022-06-30",47.619999,48.240002,46.549999,47.419998,508900,47.419998
"2022-07-01",47.490002,50.009998,47.490002,50,416500,50
"2022-07-05",48.549999,52.279999,48.549999,52.130001,611200,52.130001
"2022-07-06",52.099998,52.540001,50.200001,51.52,319100,51.52
"2022-07-07",53.939999,54.299999,52.34,53.830002,413600,53.830002
"2022-07-08",53.470001,55.669998,53.169998,55.060001,339000,55.060001
"2022-07-11",54.509998,55.580002,54.490002,55,228800,55
"2022-07-12",55.09,56.470001,54.34,55.02,291400,55.02
"2022-07-13",53.779999,55.799999,52.580002,55.66,248600,55.66
"2022-07-14",54.130001,54.560001,53.279999,54.470001,203000,54.470001
"2022-07-15",55.59,55.98,53.810001,55.32,274000,55.32
"2022-07-18",55.619999,55.700001,54.259998,55.240002,297100,55.240002
"2022-07-19",55.549999,56.700001,54.419998,56.560001,327600,56.560001
"2022-07-20",56.810001,59.07,55.709999,59.049999,474800,59.049999
"2022-07-21",58.52,59.93,57.619999,59.810001,458300,59.810001
"2022-07-22",60,60.860001,57.75,59.490002,250700,59.490002
"2022-07-25",59.25,59.380001,58.209999,59.130001,332500,59.130001
"2022-07-26",58.790001,59.5,57.41,58.889999,396900,58.889999
"2022-07-27",59.790001,61.240002,58.130001,60.490002,386200,60.490002
"2022-07-28",60.970001,62.740002,60.669998,62.380001,255600,62.380001
"2022-07-29",62.25,63.43,60.740002,63.299999,487000,63.299999
"2022-08-01",63,64.889999,62.099998,63.950001,564100,63.950001
"2022-08-02",62.869999,63.139999,61.630001,62.02,455500,62.02
"2022-08-03",62.860001,64.989998,59.959999,60.990002,702800,60.990002
"2022-08-04",62.599998,65.5,62.09,64.400002,526000,64.400002
"2022-08-05",62.98,67.150002,62.18,66.050003,458900,66.050003
"2022-08-08",66.800003,68.839996,66.360001,67.199997,382000,67.199997
"2022-08-09",66.339996,66.550003,63.959999,64.589996,542900,64.589996
"2022-08-10",66.690002,67.550003,66.010002,66.629997,413100,66.629997
"2022-08-11",67.32,68.160004,66.589996,68.129997,440400,68.129997
"2022-08-12",68.269997,69.970001,68.269997,69.510002,418800,69.510002
"2022-08-15",69.330002,69.709999,68.279999,69.290001,266900,69.290001
"2022-08-16",68.309998,69.029999,67.459999,67.739998,342400,67.739998
"2022-08-17",66.5,66.900002,64.529999,65.989998,321000,65.989998
"2022-08-18",66.419998,66.739998,65.410004,66.089996,223800,66.089996
"2022-08-19",65.540001,65.910004,63.029999,63.240002,306900,63.240002
"2022-08-22",62.07,62.939999,60.610001,60.950001,322600,60.950001
"2022-08-23",61.25,61.389999,59.73,60.66,375600,60.66
"2022-08-24",60.290001,60.759998,59.740002,60.189999,278100,60.189999
"2022-08-25",60.18,61.220001,59.82,60.91,253600,60.91
"2022-08-26",60.25,60.91,57.779999,58.810001,498100,58.810001
"2022-08-29",58.07,59.619999,58.07,58.549999,256900,58.549999
"2022-08-30",59.18,59.310001,57.529999,57.740002,336400,57.740002
"2022-08-31",57.799999,58.77,56.169998,56.669998,329600,56.669998
"2022-09-01",55.900002,56.189999,54.27,55.18,386200,55.18
"2022-09-02",56.220001,56.25,54.66,55.18,279300,55.18
"2022-09-06",55.16,55.619999,53.130001,54.779999,330200,54.779999
"2022-09-07",55.02,56.099998,54.59,56.040001,308400,56.040001
"2022-09-08",55.290001,56.880001,54.310001,56.880001,283800,56.880001
"2022-09-09",57.48,58.900002,57.299999,58.470001,271900,58.470001
"2022-09-12",58.889999,59.470001,58.790001,59.16,253200,59.16
"2022-09-13",56.599998,56.599998,52.98,53.599998,690000,53.599998
"2022-09-14",53.689999,53.84,51.689999,52.720001,536700,52.720001
"2022-09-15",52.369999,54.189999,51.57,51.939999,294300,51.939999
"2022-09-16",51.220001,54.580002,50.68,54.09,846700,54.09
"2022-09-19",53.669998,54.959999,53.669998,54.32,371900,54.32
"2022-09-20",53.380001,53.98,52.869999,53.799999,264500,53.799999
"2022-09-21",54.439999,55.25,53.259998,53.869999,371600,53.869999
"2022-09-22",53.459999,53.970001,52.259998,52.52,347000,52.52
"2022-09-23",51.82,52.220001,50.849998,52.209999,307900,52.209999
"2022-09-26",51.950001,53.330002,50.869999,50.91,354400,50.91
"2022-09-27",51.830002,52.700001,51.360001,52.150002,402300,52.150002
"2022-09-28",53.040001,55.889999,52.810001,55.200001,550700,55.200001
"2022-09-29",54.049999,54.080002,52.099998,53.450001,479500,53.450001
"2022-09-30",53.66,54.849998,52.799999,52.869999,395000,52.869999
"2022-10-03",53.669998,55.990002,53.25,55.82,400400,55.82
"2022-10-04",57.139999,59.970001,57.049999,59.950001,544000,59.950001
"2022-10-05",58.5,59.5,57.810001,58.080002,408600,58.080002
"2022-10-06",58.130001,58.82,56.939999,57.82,287700,57.82
"2022-10-07",56.779999,57.209999,55.189999,55.93,324300,55.93
"2022-10-10",56.150002,57.209999,55.439999,56.720001,329000,56.720001
"2022-10-11",56.32,57.66,55.630001,56.970001,335900,56.970001
"2022-10-12",56.93,56.93,54,54.830002,274100,54.830002
"2022-10-13",53.259998,55.849998,50.279999,55.580002,353700,55.580002
"2022-10-14",56.259998,56.73,53.310001,53.369999,300100,53.369999
"2022-10-17",54.970001,56.16,53.82,54.860001,355400,54.860001
"2022-10-18",56.490002,57.310001,55.080002,56.849998,286500,56.849998
"2022-10-19",56.799999,56.799999,54.27,54.580002,383000,54.580002
"2022-10-20",55,56,53.07,53.419998,397300,53.419998
"2022-10-21",53.439999,54.450001,52.700001,54.16,510600,54.16
"2022-10-24",54.240002,55.41,53.400002,54.990002,231300,54.990002
"2022-10-25",55.290001,60.27,55.290001,59.48,529000,59.48
"2022-10-26",59.41,60.299999,58.48,59.27,476400,59.27
"2022-10-27",59.66,60.099998,57.700001,58.209999,365800,58.209999
"2022-10-28",58.25,60,57.619999,59.799999,279900,59.799999
"2022-10-31",59,59.119999,57.720001,58.209999,339500,58.209999
"2022-11-01",59.540001,59.779999,55.900002,56.66,1159300,56.66
"2022-11-02",52,52,47.119999,47.470001,1955700,47.470001
"2022-11-03",46.5,48.27,44.68,47.290001,807500,47.290001
"2022-11-04",47.529999,48.130001,45.32,46.740002,536700,46.740002
"2022-11-07",47,47.490002,45.66,47.220001,397500,47.220001
"2022-11-08",47.27,49.73,46.84,49.560001,551400,49.560001
"2022-11-09",48.68,49.830002,48.23,49.25,512100,49.25
"2022-11-10",52.84,58,52.619999,55.200001,710400,55.200001
"2022-11-11",55.060001,56.110001,54.419998,54.549999,325700,54.549999
"2022-11-14",54.400002,54.400002,50.919998,51.220001,633500,51.220001
"2022-11-15",53.09,53.209999,50.66,50.990002,524300,50.990002
"2022-11-16",50.900002,50.970001,49.52,49.630001,361700,49.630001
"2022-11-17",48.439999,49.34,48,48.93,344800,48.93
"2022-11-18",50.279999,50.279999,48.200001,49.34,282300,49.34
"2022-11-21",49.18,49.419998,48.630001,49.169998,239900,49.169998
"2022-11-22",49.580002,50.91,49.41,50.889999,394300,50.889999
"2022-11-23",50.669998,51.669998,50.27,50.540001,194900,50.540001
"2022-11-25",50.41,50.950001,50.220001,50.66,122900,50.66
"2022-11-28",50.119999,50.630001,49.32,49.48,281300,49.48
"2022-11-29",49.189999,49.98,48.98,49.720001,272300,49.720001
"2022-11-30",49.549999,52.029999,48.73,51.990002,321000,51.990002
"2022-12-01",52.639999,54.32,52.48,53.75,327900,53.75
"2022-12-02",52.290001,53.610001,51.98,53.389999,465300,53.389999
"2022-12-05",52.060001,52.349998,51.040001,51.540001,335900,51.540001
"2022-12-06",51.639999,51.639999,50.369999,51.200001,307500,51.200001
"2022-12-07",51.549999,52.279999,50.77,52.099998,403400,52.099998
"2022-12-08",51.959999,53.119999,51.48,53.110001,299500,53.110001
"2022-12-09",52.610001,53.549999,52.459999,53.200001,627500,53.200001
"2022-12-12",53.630001,54.779999,52.98,54.119999,228000,54.119999
"2022-12-13",58.360001,58.5,55.169998,55.720001,523700,55.720001
"2022-12-14",54.290001,55.259998,53.919998,53.98,425800,53.98
"2022-12-15",52.779999,54.310001,52.32,53.860001,377300,53.860001
"2022-12-16",52.700001,53.919998,52.220001,53.09,456200,53.09
"2022-12-19",52.779999,53.009998,52.049999,52.75,304500,52.75
"2022-12-20",52.32,52.389999,51.48,52.200001,307400,52.200001
"2022-12-21",52.860001,53.82,52.830002,53.07,342100,53.07
"2022-12-22",52.299999,52.68,51.23,52.330002,308600,52.330002
"2022-12-23",52.34,53.139999,51.380001,52.619999,251500,52.619999
"2022-12-27",52.41,53,51.380001,51.400002,199600,51.400002
"2022-12-28",51.419998,52.040001,50.290001,50.32,214900,50.32
"2022-12-29",50.82,51.869999,50.189999,51.709999,289500,51.709999
"2022-12-30",50.939999,52.060001,50.700001,51.509998,280500,51.509998
"2023-01-03",52.700001,53.189999,51.369999,53.130001,426200,53.130001
"2023-01-04",53.990002,55.119999,53.43,53.59,437000,53.59
"2023-01-05",53.59,54.110001,52.52,53.360001,258200,53.360001
"2023-01-06",54.040001,54.720001,53.41,54.48,374700,54.48
"2023-01-09",55.119999,56.02,54.360001,54.77,298600,54.77
"2023-01-10",54.290001,55.360001,54.16,55.240002,143300,55.240002
"2023-01-11",55.82,57.59,55.82,57.5,319700,57.5
"2023-01-12",57.73,59.5,56.34,59.18,277200,59.18
"2023-01-13",58.16,59.799999,58.16,58.98,333100,58.98
"2023-01-17",55.5,58.25,54.82,57.389999,322200,57.389999
"2023-01-18",58.150002,59.619999,56.099998,56.290001,275500,56.290001
"2023-01-19",55.889999,55.950001,54.849998,55.060001,244000,55.060001
"2023-01-20",55.560001,57.18,54.639999,57.080002,371600,57.080002
"2023-01-23",56.990002,58.080002,56.990002,57.93,178400,57.93
"2023-01-24",57.32,58.209999,57.029999,57.470001,167800,57.470001
"2023-01-25",56.669998,58.049999,56.380001,58.029999,203100,58.029999
"2023-01-26",58.509998,59.470001,56.560001,58.52,319200,58.52
"2023-01-27",58.150002,59.07,57.93,58.459999,230800,58.459999
"2023-01-30",57.77,58.25,56.25,56.259998,283900,56.259998
"2023-01-31",56.630001,59.080002,56.630001,58.950001,402000,58.950001
"2023-02-01",58.650002,60.200001,56.860001,59.959999,425300,59.959999
"2023-02-02",61.32,62.369999,61.029999,61.830002,435100,61.830002
"2023-02-03",60.18,63.009998,59.310001,61.990002,706400,61.990002
"2023-02-06",61.380001,62.169998,59.950001,60.02,573700,60.02
"2023-02-07",62.759998,68.910004,62.18,68.800003,1206900,68.800003
"2023-02-08",69.080002,69.589996,66.93,69.5,493800,69.5
"2023-02-09",70.68,71.980003,67.839996,67.989998,719200,67.989998
"2023-02-10",67.970001,68.610001,66.510002,66.839996,584900,66.839996
"2023-02-13",66.839996,70.300003,66.339996,69.980003,720700,69.980003
"2023-02-14",68.93,70.779999,67.760002,70.669998,443100,70.669998
"2023-02-15",70.599998,73.400002,69.82,73.379997,1014100,73.379997
"2023-02-16",71.43,73.029999,71.400002,72.330002,553700,72.330002
"2023-02-17",71.980003,71.980003,69.809998,71.550003,671600,71.550003
"2023-02-21",69.089996,71.230003,68.059998,68.300003,580800,68.300003
"2023-02-22",68.629997,69.660004,67.949997,68.550003,503600,68.550003
"2023-02-23",69.529999,69.860001,67.209999,68.260002,481200,68.260002
"2023-02-24",66.5,69.349998,65.989998,68.639999,337700,68.639999
"2023-02-27",69.010002,69.75,68.239998,69.019997,379100,69.019997
"2023-02-28",68.809998,70,68.410004,68.410004,392900,68.410004
"2023-03-01",68.239998,68.970001,67.949997,68.449997,300500,68.449997
